district_school,GRADE_LEVEL,SCHOOL_NAME,DISTRICT_NAME,Disability__Autism,Disability__Blind_and_Visually_Impaired,Disability__Deaf_or_Hard_of_Hearing,Disability__Deafblind,Disability__Emotional_Behavioral_Disability,Disability__Intellectual_Disability,Disability__Not_IDEA_Eligible_or_No_Disability,Disability__Orthopedic_Impairment,Disability__Other_Health_Impairment,Disability__Significant_Developmental_Delay,Disability__Specific_Learning_Disability,Disability__Speech_or_Language_Impairment,Disability__Traumatic_Brain_Injury,Disability_Status__SwD,Disability_Status__SwoD,Economic_Status__Econ_Disadv,Economic_Status__Not_Econ_Disadv,EL_Status__EL,EL_Status__Eng_Prof,EL_Status__Unknown,Gender__Female,Gender__Male,Gender__Non-binary,Migrant_Status__Migrant,Migrant_Status__Not_Migrant,Race/Ethnicity__Amer_Indian,Race/Ethnicity__Asian,Race/Ethnicity__Black,Race/Ethnicity__Hispanic,Race/Ethnicity__Pacific_Isle,Race/Ethnicity__Two_or_More,Race/Ethnicity__White,Economic_Status__Unknown,Disability__Unknown,Disability_Status__Unknown,Race/Ethnicity__Unknown,Economic_Status__[Data_Suppressed],Disability__[Data_Suppressed],Disability_Status__[Data_Suppressed],Gender__[Data_Suppressed],Migrant_Status__[Data_Suppressed]
63219100,7,Rural Virtual Academy,Westby Area,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100.00,NA,NA,NA,NA,*,*,*,*,*
63219100,8,Rural Virtual Academy,Westby Area,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100.00,NA,NA,NA,NA,*,*,*,*,*
63219100,9,Rural Virtual Academy,Westby Area,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100.00,NA,NA,NA,NA,*,*,*,*,*
63219100,K4,Rural Virtual Academy,Westby Area,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100.00,NA,NA,NA,NA,*,*,*,*,*
63219100,KG,Rural Virtual Academy,Westby Area,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100.00,NA,NA,NA,NA,*,*,*,*,*
63219407,11,Vernon County Area Better Futures High,Westby Area,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100.00,NA,NA,NA,NA,*,*,*,*,*
63219407,12,Vernon County Area Better Futures High,Westby Area,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100.00,NA,NA,NA,NA,*,*,*,*,*
63210180,1,Westby Elementary,Westby Area,NA,NA,NA,NA,NA,NA,82.05,NA,NA,*,NA,*,NA,17.95,82.05,38.46,61.54,5.13,94.87,NA,56.41,43.59,NA,NA,100.00,NA,NA,NA,2.56,NA,NA,97.44,NA,NA,NA,NA,NA,NA,NA,NA,NA
63210180,2,Westby Elementary,Westby Area,NA,NA,NA,NA,NA,NA,84.62,NA,NA,*,NA,*,NA,15.38,84.62,42.31,57.69,1.92,98.08,NA,59.62,40.38,NA,NA,100.00,NA,NA,NA,3.85,NA,5.77,90.38,NA,NA,NA,NA,NA,NA,NA,NA,NA
63210180,3,Westby Elementary,Westby Area,NA,NA,NA,NA,NA,NA,77.08,NA,NA,*,NA,*,NA,22.92,77.08,31.25,68.75,NA,100.00,NA,50.00,50.00,NA,NA,100.00,NA,NA,2.08,2.08,NA,2.08,93.75,NA,NA,NA,NA,NA,NA,NA,NA,NA
63210180,4,Westby Elementary,Westby Area,NA,NA,NA,NA,NA,NA,82.35,NA,*,*,NA,*,NA,17.65,82.35,35.29,64.71,1.96,98.04,NA,47.06,52.94,NA,NA,100.00,NA,NA,NA,1.96,NA,1.96,96.08,NA,NA,NA,NA,NA,NA,NA,NA,NA
63210180,K4,Westby Elementary,Westby Area,NA,NA,NA,NA,NA,NA,*,NA,NA,*,NA,*,NA,*,*,25.81,74.19,NA,100.00,NA,45.16,54.84,NA,NA,100.00,NA,NA,NA,3.23,NA,NA,96.77,NA,NA,NA,NA,NA,NA,NA,NA,NA
63210180,KG,Westby Elementary,Westby Area,NA,NA,NA,NA,NA,NA,78.57,NA,NA,*,NA,*,NA,21.43,78.57,42.86,57.14,1.79,98.21,NA,46.43,53.57,NA,NA,100.00,NA,1.79,NA,NA,1.79,1.79,94.64,NA,NA,NA,NA,NA,NA,NA,NA,NA
63210180,PK,Westby Elementary,Westby Area,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100.00,NA,*,*,NA,NA,100.00,NA,NA,NA,16.67,NA,NA,83.33,NA,NA,NA,NA,*,*,*,NA,NA
63210200,10,Westby High,Westby Area,*,NA,NA,NA,*,NA,*,NA,*,NA,*,*,NA,*,*,35.00,65.00,1.25,98.75,NA,50.00,50.00,NA,NA,100.00,NA,NA,1.25,1.25,NA,5.00,92.50,NA,NA,NA,NA,NA,NA,NA,NA,NA
63210200,11,Westby High,Westby Area,*,NA,NA,NA,*,NA,87.10,NA,*,NA,*,NA,NA,12.90,87.10,30.65,69.35,1.61,98.39,NA,53.23,46.77,NA,NA,100.00,NA,NA,NA,3.23,NA,6.45,90.32,NA,NA,NA,NA,NA,NA,NA,NA,NA
63210200,12,Westby High,Westby Area,*,*,NA,NA,*,*,86.08,NA,*,NA,*,NA,NA,13.92,86.08,20.25,79.75,NA,100.00,NA,51.90,48.10,NA,NA,100.00,NA,1.27,2.53,NA,1.27,1.27,93.67,NA,NA,NA,NA,NA,NA,NA,NA,NA
63210200,9,Westby High,Westby Area,NA,NA,NA,NA,*,NA,91.14,NA,*,NA,*,*,NA,8.86,91.14,35.44,64.56,1.27,98.73,NA,54.43,45.57,NA,NA,100.00,NA,NA,NA,2.53,NA,1.27,96.20,NA,NA,NA,NA,NA,NA,NA,NA,NA
63210160,5,Westby Middle,Westby Area,*,*,*,NA,NA,*,79.10,NA,*,NA,*,*,NA,20.90,79.10,46.27,53.73,4.48,95.52,NA,47.76,52.24,NA,NA,100.00,NA,NA,NA,4.48,NA,2.99,92.54,NA,NA,NA,NA,NA,NA,NA,NA,NA
63210160,6,Westby Middle,Westby Area,NA,NA,NA,NA,NA,NA,*,NA,*,NA,NA,*,NA,*,*,27.42,72.58,1.61,98.39,NA,53.23,46.77,NA,NA,100.00,NA,NA,NA,1.61,NA,3.23,95.16,NA,NA,NA,NA,NA,NA,NA,NA,NA
63210160,7,Westby Middle,Westby Area,*,NA,*,NA,*,*,86.36,NA,*,NA,*,*,NA,13.64,86.36,22.73,77.27,1.14,98.86,NA,38.64,61.36,NA,NA,100.00,NA,NA,NA,4.55,NA,3.41,92.05,NA,NA,NA,NA,NA,NA,NA,NA,NA
63210160,8,Westby Middle,Westby Area,NA,NA,*,NA,NA,NA,92.31,NA,*,NA,*,*,NA,7.69,92.31,37.18,62.82,1.28,98.72,NA,44.87,55.13,NA,NA,100.00,NA,NA,NA,1.28,NA,1.28,97.44,NA,NA,NA,NA,NA,NA,NA,NA,NA
6335NA,1,[Districtwide],Westfield,*,NA,NA,NA,NA,NA,83.56,NA,NA,*,NA,*,NA,16.44,83.56,67.12,32.88,NA,100.00,NA,50.68,49.32,NA,*,*,NA,1.37,NA,9.59,NA,2.74,86.30,NA,NA,NA,NA,NA,NA,NA,NA,NA
6335NA,10,[Districtwide],Westfield,NA,NA,NA,NA,NA,*,*,NA,NA,NA,*,NA,NA,*,*,51.28,48.72,2.56,97.44,NA,44.87,55.13,NA,*,*,NA,1.28,NA,16.67,NA,3.85,78.21,NA,NA,NA,NA,NA,NA,NA,NA,NA
6335NA,11,[Districtwide],Westfield,*,NA,NA,NA,*,*,84.62,NA,*,NA,*,NA,NA,15.38,84.62,46.15,53.85,NA,100.00,NA,48.08,51.92,NA,NA,100.00,NA,1.92,5.77,5.77,NA,1.92,84.62,NA,NA,NA,NA,NA,NA,NA,NA,NA
6335NA,12,[Districtwide],Westfield,NA,NA,NA,NA,*,*,90.00,NA,*,NA,*,NA,NA,10.00,90.00,38.33,61.67,3.33,96.67,NA,53.33,46.67,NA,*,*,1.67,1.67,NA,5.00,NA,1.67,90.00,NA,NA,NA,NA,NA,NA,NA,NA,NA
6335NA,2,[Districtwide],Westfield,*,NA,NA,NA,NA,NA,86.21,NA,*,*,NA,*,NA,13.79,86.21,56.32,43.68,NA,100.00,NA,48.28,51.72,NA,*,*,NA,NA,1.15,6.90,NA,2.30,89.66,NA,NA,NA,NA,NA,NA,NA,NA,NA
6335NA,3,[Districtwide],Westfield,NA,NA,NA,NA,NA,NA,87.06,NA,*,*,*,*,NA,12.94,87.06,57.65,42.35,1.18,98.82,NA,50.59,49.41,NA,*,*,NA,NA,2.35,7.06,NA,2.35,88.24,NA,NA,NA,NA,NA,NA,NA,NA,NA
6335NA,4,[Districtwide],Westfield,*,NA,NA,NA,*,NA,78.75,NA,*,NA,*,7.50,NA,21.25,78.75,50.00,50.00,2.50,97.50,NA,40.00,60.00,NA,*,*,NA,1.25,NA,8.75,NA,NA,90.00,NA,NA,NA,NA,NA,NA,NA,NA,NA
6335NA,5,[Districtwide],Westfield,NA,NA,NA,NA,*,NA,*,NA,NA,NA,*,*,NA,*,*,53.03,46.97,1.52,98.48,NA,39.39,60.61,NA,*,*,NA,NA,NA,12.12,NA,1.52,86.36,NA,NA,NA,NA,NA,NA,NA,NA,NA
6335NA,6,[Districtwide],Westfield,*,NA,NA,NA,*,NA,87.65,NA,*,NA,*,*,NA,12.35,87.65,56.79,43.21,NA,100.00,NA,41.98,58.02,NA,*,*,NA,NA,NA,8.64,NA,2.47,88.89,NA,NA,NA,NA,NA,NA,NA,NA,NA
6335NA,7,[Districtwide],Westfield,NA,NA,NA,NA,*,*,83.52,NA,*,NA,9.89,NA,NA,16.48,83.52,50.55,49.45,2.20,97.80,NA,54.95,45.05,NA,*,*,NA,NA,NA,15.38,NA,4.40,80.22,NA,NA,NA,NA,NA,NA,NA,NA,NA
6335NA,8,[Districtwide],Westfield,NA,NA,NA,NA,*,*,*,NA,*,NA,NA,NA,NA,*,*,53.42,46.58,4.11,95.89,NA,49.32,50.68,NA,*,*,NA,NA,NA,9.59,NA,4.11,86.30,NA,NA,NA,NA,NA,NA,NA,NA,NA
6335NA,9,[Districtwide],Westfield,*,NA,NA,NA,*,*,85.15,NA,*,NA,5.94,NA,NA,14.85,85.15,59.41,40.59,NA,100.00,NA,41.58,58.42,NA,*,*,NA,0.99,3.96,8.91,NA,4.95,81.19,NA,NA,NA,NA,NA,NA,NA,NA,NA
6335NA,K4,[Districtwide],Westfield,NA,NA,NA,NA,NA,NA,81.97,NA,NA,*,NA,*,NA,18.03,81.97,57.38,42.62,NA,100.00,NA,44.26,55.74,NA,NA,100.00,NA,NA,1.64,16.39,NA,1.64,80.33,NA,NA,NA,NA,NA,NA,NA,NA,NA
6335NA,KG,[Districtwide],Westfield,*,NA,NA,NA,NA,NA,89.06,NA,NA,*,NA,*,NA,10.94,89.06,51.56,48.44,NA,100.00,NA,40.63,59.38,NA,*,*,NA,NA,1.56,12.50,NA,1.56,84.38,NA,NA,NA,NA,NA,NA,NA,NA,NA
6335NA,PK,[Districtwide],Westfield,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100.00,NA,NA,NA,NA,*,*,*,*,*
63350020,1,Coloma Elementary,Westfield,NA,NA,NA,NA,NA,NA,*,NA,NA,NA,NA,*,NA,*,*,NA,NA,NA,100.00,NA,37.50,62.50,NA,NA,100.00,NA,NA,NA,12.50,NA,NA,87.50,NA,NA,NA,NA,*,NA,NA,NA,NA
63350020,2,Coloma Elementary,Westfield,NA,NA,NA,NA,NA,NA,*,NA,NA,NA,NA,*,NA,*,*,NA,NA,NA,100.00,NA,50.00,50.00,NA,*,*,NA,NA,NA,14.29,NA,NA,85.71,NA,NA,NA,NA,*,NA,NA,NA,NA
63350020,3,Coloma Elementary,Westfield,NA,NA,NA,NA,NA,NA,*,NA,*,NA,*,NA,NA,*,*,55.56,44.44,NA,100.00,NA,44.44,55.56,NA,*,*,NA,NA,NA,5.56,NA,5.56,88.89,NA,NA,NA,NA,NA,NA,NA,NA,NA
63350020,4,Coloma Elementary,Westfield,NA,NA,NA,NA,NA,NA,*,NA,*,NA,NA,*,NA,*,*,57.14,42.86,NA,100.00,NA,28.57,71.43,NA,*,*,NA,NA,NA,14.29,NA,NA,85.71,NA,NA,NA,NA,NA,NA,NA,NA,NA
63350020,5,Coloma Elementary,Westfield,NA,NA,NA,NA,NA,NA,100.00,NA,NA,NA,NA,NA,NA,NA,100.00,53.85,46.15,NA,100.00,NA,*,*,NA,*,*,NA,NA,NA,23.08,NA,NA,76.92,NA,NA,NA,NA,NA,NA,NA,NA,NA
63350020,6,Coloma Elementary,Westfield,NA,NA,NA,NA,NA,NA,100.00,NA,NA,NA,NA,NA,NA,NA,100.00,46.67,53.33,NA,100.00,NA,53.33,46.67,NA,*,*,NA,NA,NA,13.33,NA,6.67,80.00,NA,NA,NA,NA,NA,NA,NA,NA,NA
63350020,K4,Coloma Elementary,Westfield,NA,NA,NA,NA,NA,NA,100.00,NA,NA,NA,NA,NA,NA,NA,100.00,NA,NA,NA,100.00,NA,*,*,NA,NA,100.00,NA,NA,NA,14.29,NA,NA,85.71,NA,NA,NA,NA,*,NA,NA,NA,NA
63350020,KG,Coloma Elementary,Westfield,NA,NA,NA,NA,NA,NA,100.00,NA,NA,NA,NA,NA,NA,NA,100.00,33.33,66.67,NA,100.00,NA,44.44,55.56,NA,*,*,NA,NA,NA,16.67,NA,NA,83.33,NA,NA,NA,NA,NA,NA,NA,NA,NA
63350060,1,Oxford Elementary,Westfield,NA,NA,NA,NA,NA,NA,*,NA,NA,NA,NA,*,NA,*,*,50.00,50.00,NA,100.00,NA,50.00,50.00,NA,NA,100.00,NA,NA,NA,12.50,NA,6.25,81.25,NA,NA,NA,NA,NA,NA,NA,NA,NA
63350060,2,Oxford Elementary,Westfield,NA,NA,NA,NA,NA,NA,*,NA,*,NA,NA,*,NA,*,*,40.00,60.00,NA,100.00,NA,35.00,65.00,NA,NA,100.00,NA,NA,NA,10.00,NA,10.00,80.00,NA,NA,NA,NA,NA,NA,NA,NA,NA
63350060,3,Oxford Elementary,Westfield,NA,NA,NA,NA,NA,NA,*,NA,NA,*,NA,*,NA,*,*,55.00,45.00,NA,100.00,NA,45.00,55.00,NA,NA,100.00,NA,NA,NA,10.00,NA,5.00,85.00,NA,NA,NA,NA,NA,NA,NA,NA,NA
63350060,4,Oxford Elementary,Westfield,NA,NA,NA,NA,NA,NA,*,NA,*,NA,*,NA,NA,*,*,50.00,50.00,NA,100.00,NA,*,*,NA,NA,100.00,NA,NA,NA,12.50,NA,NA,87.50,NA,NA,NA,NA,NA,NA,NA,NA,NA
63350060,5,Oxford Elementary,Westfield,NA,NA,NA,NA,*,NA,*,NA,NA,NA,*,*,NA,*,*,44.44,55.56,NA,100.00,NA,*,*,NA,NA,100.00,NA,NA,NA,5.56,NA,NA,94.44,NA,NA,NA,NA,NA,NA,NA,NA,NA
63350060,6,Oxford Elementary,Westfield,NA,NA,NA,NA,NA,NA,*,NA,*,NA,*,NA,NA,*,*,63.16,36.84,NA,100.00,NA,42.11,57.89,NA,NA,100.00,NA,NA,NA,10.53,NA,NA,89.47,NA,NA,NA,NA,NA,NA,NA,NA,NA
63350060,K4,Oxford Elementary,Westfield,NA,NA,NA,NA,NA,NA,70.00,NA,NA,*,NA,*,NA,30.00,70.00,50.00,50.00,NA,100.00,NA,45.00,55.00,NA,NA,100.00,NA,NA,NA,10.00,NA,5.00,85.00,NA,NA,NA,NA,NA,NA,NA,NA,NA
63350060,KG,Oxford Elementary,Westfield,NA,NA,NA,NA,NA,NA,100.00,NA,NA,NA,NA,NA,NA,NA,100.00,*,*,NA,100.00,NA,50.00,50.00,NA,NA,100.00,NA,NA,NA,16.67,NA,8.33,75.00,NA,NA,NA,NA,NA,NA,NA,NA,NA
63350060,PK,Oxford Elementary,Westfield,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100.00,NA,NA,NA,NA,*,*,*,*,*
63350100,10,Westfield Area High,Westfield,NA,NA,NA,NA,NA,*,*,NA,NA,NA,*,NA,NA,*,*,51.28,48.72,2.56,97.44,NA,44.87,55.13,NA,*,*,NA,1.28,NA,16.67,NA,3.85,78.21,NA,NA,NA,NA,NA,NA,NA,NA,NA
63350100,11,Westfield Area High,Westfield,*,NA,NA,NA,*,*,84.62,NA,*,NA,*,NA,NA,15.38,84.62,46.15,53.85,NA,100.00,NA,48.08,51.92,NA,NA,100.00,NA,1.92,5.77,5.77,NA,1.92,84.62,NA,NA,NA,NA,NA,NA,NA,NA,NA
63350100,12,Westfield Area High,Westfield,NA,NA,NA,NA,*,*,90.00,NA,*,NA,*,NA,NA,10.00,90.00,38.33,61.67,3.33,96.67,NA,53.33,46.67,NA,*,*,1.67,1.67,NA,5.00,NA,1.67,90.00,NA,NA,NA,NA,NA,NA,NA,NA,NA
63350100,9,Westfield Area High,Westfield,*,NA,NA,NA,*,*,85.15,NA,*,NA,5.94,NA,NA,14.85,85.15,59.41,40.59,NA,100.00,NA,41.58,58.42,NA,*,*,NA,0.99,3.96,8.91,NA,4.95,81.19,NA,NA,NA,NA,NA,NA,NA,NA,NA
63350200,7,Westfield Area Middle,Westfield,NA,NA,NA,NA,*,*,83.52,NA,*,NA,9.89,NA,NA,16.48,83.52,50.55,49.45,2.20,97.80,NA,54.95,45.05,NA,*,*,NA,NA,NA,15.38,NA,4.40,80.22,NA,NA,NA,NA,NA,NA,NA,NA,NA
63350200,8,Westfield Area Middle,Westfield,NA,NA,NA,NA,*,*,*,NA,*,NA,NA,NA,NA,*,*,53.42,46.58,4.11,95.89,NA,49.32,50.68,NA,*,*,NA,NA,NA,9.59,NA,4.11,86.30,NA,NA,NA,NA,NA,NA,NA,NA,NA
63350080,1,Westfield Elementary,Westfield,*,NA,NA,NA,NA,NA,80.49,NA,NA,*,NA,*,NA,19.51,80.49,73.17,26.83,NA,100.00,NA,56.10,43.90,NA,*,*,NA,2.44,NA,7.32,NA,2.44,87.80,NA,NA,NA,NA,NA,NA,NA,NA,NA
63350080,2,Westfield Elementary,Westfield,*,NA,NA,NA,NA,NA,84.91,NA,*,*,NA,*,NA,15.09,84.91,58.49,41.51,NA,100.00,NA,52.83,47.17,NA,NA,100.00,NA,NA,1.89,3.77,NA,NA,94.34,NA,NA,NA,NA,NA,NA,NA,NA,NA
63350080,3,Westfield Elementary,Westfield,NA,NA,NA,NA,NA,NA,*,NA,*,NA,*,*,NA,*,*,59.57,40.43,2.13,97.87,NA,55.32,44.68,NA,NA,100.00,NA,NA,4.26,6.38,NA,NA,89.36,NA,NA,NA,NA,NA,NA,NA,NA,NA
63350080,4,Westfield Elementary,Westfield,*,NA,NA,NA,*,NA,74.42,NA,*,NA,*,*,NA,25.58,74.42,46.51,53.49,4.65,95.35,NA,51.16,48.84,NA,NA,100.00,NA,2.33,NA,4.65,NA,NA,93.02,NA,NA,NA,NA,NA,NA,NA,NA,NA
63350080,5,Westfield Elementary,Westfield,NA,NA,NA,NA,*,NA,*,NA,NA,NA,*,NA,NA,*,*,57.14,42.86,2.86,97.14,NA,40.00,60.00,NA,NA,100.00,NA,NA,NA,11.43,NA,2.86,85.71,NA,NA,NA,NA,NA,NA,NA,NA,NA
63350080,6,Westfield Elementary,Westfield,*,NA,NA,NA,*,NA,82.98,NA,NA,NA,*,*,NA,17.02,82.98,57.45,42.55,NA,100.00,NA,38.30,61.70,NA,NA,100.00,NA,NA,NA,6.38,NA,2.13,91.49,NA,NA,NA,NA,NA,NA,NA,NA,NA
63350080,K4,Westfield Elementary,Westfield,NA,NA,NA,NA,NA,NA,*,NA,NA,*,NA,*,NA,*,*,61.76,38.24,NA,100.00,NA,41.18,58.82,NA,NA,100.00,NA,NA,2.94,20.59,NA,NA,76.47,NA,NA,NA,NA,NA,NA,NA,NA,NA
63350080,KG,Westfield Elementary,Westfield,*,NA,NA,NA,NA,NA,79.41,NA,NA,*,NA,*,NA,20.59,79.41,64.71,35.29,NA,100.00,NA,35.29,64.71,NA,NA,100.00,NA,NA,2.94,8.82,NA,NA,88.24,NA,NA,NA,NA,NA,NA,NA,NA,NA
63350080,PK,Westfield Elementary,Westfield,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100.00,NA,NA,NA,NA,*,*,*,*,*
6354NA,1,[Districtwide],Weston,NA,NA,NA,NA,NA,NA,*,NA,NA,NA,NA,*,NA,*,*,63.16,36.84,NA,100.00,NA,57.89,42.11,NA,NA,100.00,5.26,NA,NA,5.26,NA,NA,89.47,NA,NA,NA,NA,NA,NA,NA,NA,NA
6354NA,10,[Districtwide],Weston,NA,NA,NA,NA,*,NA,*,NA,*,NA,NA,NA,NA,*,*,40.00,60.00,NA,100.00,NA,*,*,NA,NA,100.00,NA,NA,NA,NA,NA,6.67,93.33,NA,NA,NA,NA,NA,NA,NA,NA,NA
6354NA,11,[Districtwide],Weston,NA,NA,NA,NA,NA,*,*,NA,NA,NA,NA,NA,NA,*,*,40.00,60.00,NA,100.00,NA,50.00,50.00,NA,NA,100.00,NA,NA,NA,NA,NA,10.00,90.00,NA,NA,NA,NA,NA,NA,NA,NA,NA
6354NA,12,[Districtwide],Weston,NA,NA,NA,NA,NA,NA,*,NA,NA,NA,*,NA,NA,*,*,52.63,47.37,NA,100.00,NA,42.11,57.89,NA,NA,100.00,NA,NA,NA,5.26,NA,NA,94.74,NA,NA,NA,NA,NA,NA,NA,NA,NA
6354NA,2,[Districtwide],Weston,NA,NA,NA,NA,NA,NA,*,NA,NA,NA,NA,*,NA,*,*,64.71,35.29,NA,100.00,NA,35.29,64.71,NA,NA,100.00,NA,NA,NA,NA,NA,5.88,94.12,NA,NA,NA,NA,NA,NA,NA,NA,NA
6354NA,3,[Districtwide],Weston,NA,NA,NA,NA,NA,NA,75.00,NA,NA,*,*,*,NA,25.00,75.00,58.33,41.67,NA,100.00,NA,50.00,50.00,NA,NA,100.00,NA,NA,NA,NA,NA,NA,100.00,NA,NA,NA,NA,NA,NA,NA,NA,NA
6354NA,4,[Districtwide],Weston,NA,NA,NA,NA,NA,NA,*,NA,NA,NA,*,*,NA,*,*,*,*,NA,100.00,NA,50.00,50.00,NA,NA,100.00,NA,NA,NA,NA,NA,NA,100.00,NA,NA,NA,NA,NA,NA,NA,NA,NA
6354NA,5,[Districtwide],Weston,NA,NA,NA,NA,NA,NA,*,NA,NA,NA,*,*,NA,*,*,65.00,35.00,NA,100.00,NA,35.00,65.00,NA,NA,100.00,NA,NA,NA,5.00,NA,5.00,90.00,NA,NA,NA,NA,NA,NA,NA,NA,NA
6354NA,6,[Districtwide],Weston,*,NA,NA,NA,NA,NA,*,NA,*,NA,*,*,NA,*,*,45.83,54.17,NA,100.00,NA,50.00,50.00,NA,NA,100.00,NA,NA,NA,NA,NA,4.17,95.83,NA,NA,NA,NA,NA,NA,NA,NA,NA
6354NA,7,[Districtwide],Weston,NA,NA,NA,NA,NA,NA,*,NA,*,NA,*,NA,NA,*,*,44.44,55.56,NA,100.00,NA,61.11,38.89,NA,NA,100.00,NA,NA,NA,NA,NA,NA,100.00,NA,NA,NA,NA,NA,NA,NA,NA,NA
6354NA,8,[Districtwide],Weston,NA,NA,NA,NA,NA,*,*,NA,NA,NA,*,NA,NA,*,*,*,*,NA,100.00,NA,46.15,53.85,NA,NA,100.00,NA,7.69,NA,NA,NA,NA,92.31,NA,NA,NA,NA,NA,NA,NA,NA,NA
6354NA,9,[Districtwide],Weston,*,NA,NA,NA,NA,NA,77.78,NA,*,NA,*,NA,NA,22.22,77.78,44.44,55.56,NA,100.00,NA,44.44,55.56,NA,NA,100.00,NA,NA,NA,NA,NA,NA,100.00,NA,NA,NA,NA,NA,NA,NA,NA,NA
6354NA,K4,[Districtwide],Weston,NA,NA,NA,NA,NA,NA,*,NA,NA,NA,NA,*,NA,*,*,NA,NA,NA,100.00,NA,*,*,NA,NA,100.00,NA,NA,NA,NA,NA,NA,100.00,NA,NA,NA,NA,*,NA,NA,NA,NA
6354NA,KG,[Districtwide],Weston,NA,NA,NA,NA,NA,NA,*,NA,NA,NA,NA,*,NA,*,*,50.00,50.00,NA,100.00,NA,57.14,42.86,NA,NA,100.00,NA,NA,NA,NA,NA,NA,100.00,NA,NA,NA,NA,NA,NA,NA,NA,NA
63540160,1,Weston Elementary,Weston,NA,NA,NA,NA,NA,NA,*,NA,NA,NA,NA,*,NA,*,*,63.16,36.84,NA,100.00,NA,57.89,42.11,NA,NA,100.00,5.26,NA,NA,5.26,NA,NA,89.47,NA,NA,NA,NA,NA,NA,NA,NA,NA
63540160,2,Weston Elementary,Weston,NA,NA,NA,NA,NA,NA,*,NA,NA,NA,NA,*,NA,*,*,64.71,35.29,NA,100.00,NA,35.29,64.71,NA,NA,100.00,NA,NA,NA,NA,NA,5.88,94.12,NA,NA,NA,NA,NA,NA,NA,NA,NA
63540160,3,Weston Elementary,Weston,NA,NA,NA,NA,NA,NA,75.00,NA,NA,*,*,*,NA,25.00,75.00,58.33,41.67,NA,100.00,NA,50.00,50.00,NA,NA,100.00,NA,NA,NA,NA,NA,NA,100.00,NA,NA,NA,NA,NA,NA,NA,NA,NA
63540160,4,Weston Elementary,Weston,NA,NA,NA,NA,NA,NA,*,NA,NA,NA,*,*,NA,*,*,*,*,NA,100.00,NA,50.00,50.00,NA,NA,100.00,NA,NA,NA,NA,NA,NA,100.00,NA,NA,NA,NA,NA,NA,NA,NA,NA
63540160,5,Weston Elementary,Weston,NA,NA,NA,NA,NA,NA,*,NA,NA,NA,*,*,NA,*,*,65.00,35.00,NA,100.00,NA,35.00,65.00,NA,NA,100.00,NA,NA,NA,5.00,NA,5.00,90.00,NA,NA,NA,NA,NA,NA,NA,NA,NA
63540160,6,Weston Elementary,Weston,*,NA,NA,NA,NA,NA,*,NA,*,NA,*,*,NA,*,*,45.83,54.17,NA,100.00,NA,50.00,50.00,NA,NA,100.00,NA,NA,NA,NA,NA,4.17,95.83,NA,NA,NA,NA,NA,NA,NA,NA,NA
63540160,K4,Weston Elementary,Weston,NA,NA,NA,NA,NA,NA,*,NA,NA,NA,NA,*,NA,*,*,NA,NA,NA,100.00,NA,*,*,NA,NA,100.00,NA,NA,NA,NA,NA,NA,100.00,NA,NA,NA,NA,*,NA,NA,NA,NA
63540160,KG,Weston Elementary,Weston,NA,NA,NA,NA,NA,NA,*,NA,NA,NA,NA,*,NA,*,*,50.00,50.00,NA,100.00,NA,57.14,42.86,NA,NA,100.00,NA,NA,NA,NA,NA,NA,100.00,NA,NA,NA,NA,NA,NA,NA,NA,NA
