district_school,GRADE_LEVEL,SCHOOL_NAME,DISTRICT_NAME,Disability__Autism,Disability__Blind_and_Visually_Impaired,Disability__Deaf_or_Hard_of_Hearing,Disability__Deafblind,Disability__Emotional_Behavioral_Disability,Disability__Intellectual_Disability,Disability__Not_IDEA_Eligible_or_No_Disability,Disability__Orthopedic_Impairment,Disability__Other_Health_Impairment,Disability__Significant_Developmental_Delay,Disability__Specific_Learning_Disability,Disability__Speech_or_Language_Impairment,Disability__Traumatic_Brain_Injury,Disability_Status__SwD,Disability_Status__SwoD,Economic_Status__Econ_Disadv,Economic_Status__Not_Econ_Disadv,EL_Status__EL,EL_Status__Eng_Prof,EL_Status__Unknown,Gender__Female,Gender__Male,Gender__Non-binary,Migrant_Status__Migrant,Migrant_Status__Not_Migrant,Race/Ethnicity__Amer_Indian,Race/Ethnicity__Asian,Race/Ethnicity__Black,Race/Ethnicity__Hispanic,Race/Ethnicity__Pacific_Isle,Race/Ethnicity__Two_or_More,Race/Ethnicity__White,Economic_Status__Unknown,Disability__Unknown,Disability_Status__Unknown,Race/Ethnicity__Unknown,Economic_Status__[Data_Suppressed],Disability__[Data_Suppressed],Disability_Status__[Data_Suppressed],Gender__[Data_Suppressed],Migrant_Status__[Data_Suppressed]
63540120,7,Weston Jr High School,Weston,NA,NA,NA,NA,NA,NA,*,NA,*,NA,*,NA,NA,*,*,44.44,55.56,NA,100.00,NA,61.11,38.89,NA,NA,100.00,NA,NA,NA,NA,NA,NA,100.00,NA,NA,NA,NA,NA,NA,NA,NA,NA
63540120,8,Weston Jr High School,Weston,NA,NA,NA,NA,NA,*,*,NA,NA,NA,*,NA,NA,*,*,*,*,NA,100.00,NA,46.15,53.85,NA,NA,100.00,NA,7.69,NA,NA,NA,NA,92.31,NA,NA,NA,NA,NA,NA,NA,NA,NA
63540100,10,Weston Sr High School,Weston,NA,NA,NA,NA,*,NA,*,NA,*,NA,NA,NA,NA,*,*,40.00,60.00,NA,100.00,NA,*,*,NA,NA,100.00,NA,NA,NA,NA,NA,6.67,93.33,NA,NA,NA,NA,NA,NA,NA,NA,NA
63540100,11,Weston Sr High School,Weston,NA,NA,NA,NA,NA,*,*,NA,NA,NA,NA,NA,NA,*,*,40.00,60.00,NA,100.00,NA,50.00,50.00,NA,NA,100.00,NA,NA,NA,NA,NA,10.00,90.00,NA,NA,NA,NA,NA,NA,NA,NA,NA
63540100,12,Weston Sr High School,Weston,NA,NA,NA,NA,NA,NA,*,NA,NA,NA,*,NA,NA,*,*,52.63,47.37,NA,100.00,NA,42.11,57.89,NA,NA,100.00,NA,NA,NA,5.26,NA,NA,94.74,NA,NA,NA,NA,NA,NA,NA,NA,NA
63540100,9,Weston Sr High School,Weston,*,NA,NA,NA,NA,NA,77.78,NA,*,NA,*,NA,NA,22.22,77.78,44.44,55.56,NA,100.00,NA,44.44,55.56,NA,NA,100.00,NA,NA,NA,NA,NA,NA,100.00,NA,NA,NA,NA,NA,NA,NA,NA,NA
6384NA,1,[Districtwide],Weyauwega-Fremont,NA,NA,NA,NA,NA,NA,86.27,NA,NA,*,NA,*,NA,13.73,86.27,39.22,60.78,NA,100.00,NA,33.33,66.67,NA,NA,100.00,NA,NA,NA,7.84,NA,3.92,88.24,NA,NA,NA,NA,NA,NA,NA,NA,NA
6384NA,10,[Districtwide],Weyauwega-Fremont,NA,NA,NA,NA,*,NA,*,NA,*,NA,*,NA,NA,*,*,41.46,58.54,NA,100.00,NA,53.66,46.34,NA,NA,100.00,NA,NA,1.22,10.98,1.22,2.44,84.15,NA,NA,NA,NA,NA,NA,NA,NA,NA
6384NA,11,[Districtwide],Weyauwega-Fremont,NA,NA,NA,NA,NA,NA,84.75,NA,*,NA,*,NA,NA,15.25,84.75,40.68,59.32,1.69,98.31,NA,52.54,47.46,NA,NA,100.00,NA,NA,NA,5.08,NA,NA,94.92,NA,NA,NA,NA,NA,NA,NA,NA,NA
6384NA,12,[Districtwide],Weyauwega-Fremont,*,NA,NA,NA,*,NA,89.61,NA,*,NA,*,NA,NA,10.39,89.61,45.45,54.55,NA,100.00,NA,51.95,48.05,NA,NA,100.00,NA,NA,NA,9.09,1.30,2.60,87.01,NA,NA,NA,NA,NA,NA,NA,NA,NA
6384NA,2,[Districtwide],Weyauwega-Fremont,NA,NA,NA,NA,*,NA,80.39,NA,*,*,NA,*,NA,19.61,80.39,50.98,49.02,3.92,96.08,NA,43.14,56.86,NA,NA,100.00,NA,NA,1.96,3.92,NA,3.92,90.20,NA,NA,NA,NA,NA,NA,NA,NA,NA
6384NA,3,[Districtwide],Weyauwega-Fremont,*,NA,NA,NA,*,*,83.05,*,NA,*,NA,*,NA,16.95,83.05,54.24,45.76,11.86,88.14,NA,44.07,55.93,NA,NA,100.00,NA,NA,NA,11.86,1.69,3.39,83.05,NA,NA,NA,NA,NA,NA,NA,NA,NA
6384NA,4,[Districtwide],Weyauwega-Fremont,NA,NA,*,NA,*,NA,*,NA,NA,NA,*,*,NA,*,*,42.31,57.69,7.69,92.31,NA,48.08,51.92,NA,NA,100.00,NA,NA,1.92,15.38,NA,NA,82.69,NA,NA,NA,NA,NA,NA,NA,NA,NA
6384NA,5,[Districtwide],Weyauwega-Fremont,*,NA,NA,NA,NA,NA,*,NA,NA,NA,*,NA,NA,*,*,42.86,57.14,NA,100.00,NA,42.86,57.14,NA,NA,100.00,NA,NA,NA,14.29,NA,NA,85.71,NA,NA,NA,NA,NA,NA,NA,NA,NA
6384NA,6,[Districtwide],Weyauwega-Fremont,*,NA,NA,NA,NA,*,*,NA,*,NA,NA,NA,NA,*,*,38.89,61.11,11.11,88.89,NA,50.00,50.00,NA,NA,100.00,NA,NA,3.70,14.81,1.85,NA,79.63,NA,NA,NA,NA,NA,NA,NA,NA,NA
6384NA,7,[Districtwide],Weyauwega-Fremont,*,NA,NA,NA,NA,*,*,NA,*,NA,*,NA,NA,*,*,45.45,54.55,NA,100.00,NA,52.73,47.27,NA,NA,100.00,NA,NA,NA,5.45,NA,3.64,90.91,NA,NA,NA,NA,NA,NA,NA,NA,NA
6384NA,8,[Districtwide],Weyauwega-Fremont,NA,NA,NA,NA,*,NA,*,NA,*,NA,NA,*,NA,*,*,38.24,61.76,NA,100.00,NA,52.94,47.06,NA,NA,100.00,NA,NA,NA,8.82,NA,2.94,88.24,NA,NA,NA,NA,NA,NA,NA,NA,NA
6384NA,9,[Districtwide],Weyauwega-Fremont,NA,NA,NA,NA,*,*,*,NA,NA,NA,*,NA,NA,*,*,36.11,63.89,NA,100.00,NA,51.39,48.61,NA,NA,100.00,NA,NA,2.78,5.56,NA,2.78,88.89,NA,NA,NA,NA,NA,NA,NA,NA,NA
6384NA,K4,[Districtwide],Weyauwega-Fremont,NA,NA,NA,NA,NA,NA,84.78,NA,NA,*,NA,*,NA,15.22,84.78,43.48,56.52,NA,100.00,NA,34.78,65.22,NA,NA,100.00,NA,NA,2.17,8.70,NA,2.17,86.96,NA,NA,NA,NA,NA,NA,NA,NA,NA
6384NA,KG,[Districtwide],Weyauwega-Fremont,*,NA,NA,NA,NA,NA,80.00,NA,NA,*,NA,*,NA,20.00,80.00,55.00,45.00,NA,100.00,NA,42.50,57.50,NA,NA,100.00,NA,NA,2.50,10.00,NA,NA,87.50,NA,NA,NA,NA,NA,NA,NA,NA,NA
63840040,1,Fremont Elementary,Weyauwega-Fremont,NA,NA,NA,NA,NA,NA,*,NA,NA,NA,NA,*,NA,*,*,*,*,NA,100.00,NA,45.00,55.00,NA,NA,100.00,NA,NA,NA,NA,NA,NA,100.00,NA,NA,NA,NA,NA,NA,NA,NA,NA
63840040,2,Fremont Elementary,Weyauwega-Fremont,NA,NA,NA,NA,NA,NA,*,NA,NA,NA,NA,*,NA,*,*,47.37,52.63,NA,100.00,NA,52.63,47.37,NA,NA,100.00,NA,NA,5.26,NA,NA,10.53,84.21,NA,NA,NA,NA,NA,NA,NA,NA,NA
63840040,3,Fremont Elementary,Weyauwega-Fremont,NA,NA,NA,NA,NA,NA,100.00,NA,NA,NA,NA,NA,NA,NA,100.00,*,*,5.26,94.74,NA,57.89,42.11,NA,NA,100.00,NA,NA,NA,5.26,NA,NA,94.74,NA,NA,NA,NA,NA,NA,NA,NA,NA
63840040,4,Fremont Elementary,Weyauwega-Fremont,NA,NA,NA,NA,NA,NA,100.00,NA,NA,NA,NA,NA,NA,NA,100.00,*,*,NA,100.00,NA,*,*,NA,NA,100.00,NA,NA,NA,8.33,NA,NA,91.67,NA,NA,NA,NA,NA,NA,NA,NA,NA
63840040,5,Fremont Elementary,Weyauwega-Fremont,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.00,NA,NA,80.00,NA,NA,NA,NA,*,*,*,*,*
63840040,KG,Fremont Elementary,Weyauwega-Fremont,NA,NA,NA,NA,NA,NA,*,NA,NA,NA,NA,*,NA,*,*,62.50,37.50,NA,100.00,NA,*,*,NA,NA,100.00,NA,NA,6.25,6.25,NA,NA,87.50,NA,NA,NA,NA,NA,NA,NA,NA,NA
63840200,5,Fremont STEM Academy Inc.,Weyauwega-Fremont,NA,NA,NA,NA,NA,NA,100.00,NA,NA,NA,NA,NA,NA,NA,100.00,NA,NA,NA,100.00,NA,*,*,NA,NA,100.00,NA,NA,NA,25.00,NA,NA,75.00,NA,NA,NA,NA,*,NA,NA,NA,NA
63840200,6,Fremont STEM Academy Inc.,Weyauwega-Fremont,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100.00,NA,NA,NA,NA,*,*,*,*,*
63840080,1,Weyauwega Elementary,Weyauwega-Fremont,NA,NA,NA,NA,NA,NA,80.65,NA,NA,*,NA,*,NA,19.35,80.65,48.39,51.61,NA,100.00,NA,25.81,74.19,NA,NA,100.00,NA,NA,NA,12.90,NA,6.45,80.65,NA,NA,NA,NA,NA,NA,NA,NA,NA
63840080,2,Weyauwega Elementary,Weyauwega-Fremont,NA,NA,NA,NA,*,NA,78.13,NA,*,*,NA,*,NA,21.88,78.13,53.13,46.88,6.25,93.75,NA,37.50,62.50,NA,NA,100.00,NA,NA,NA,6.25,NA,NA,93.75,NA,NA,NA,NA,NA,NA,NA,NA,NA
63840080,3,Weyauwega Elementary,Weyauwega-Fremont,*,NA,NA,NA,*,*,75.00,*,NA,*,NA,*,NA,25.00,75.00,67.50,32.50,15.00,85.00,NA,37.50,62.50,NA,NA,100.00,NA,NA,NA,15.00,2.50,5.00,77.50,NA,NA,NA,NA,NA,NA,NA,NA,NA
63840080,4,Weyauwega Elementary,Weyauwega-Fremont,NA,NA,*,NA,*,NA,*,NA,NA,NA,*,*,NA,*,*,45.00,55.00,10.00,90.00,NA,45.00,55.00,NA,NA,100.00,NA,NA,2.50,17.50,NA,NA,80.00,NA,NA,NA,NA,NA,NA,NA,NA,NA
63840080,5,Weyauwega Elementary,Weyauwega-Fremont,*,NA,NA,NA,NA,NA,*,NA,NA,NA,*,NA,NA,*,*,46.51,53.49,NA,100.00,NA,44.19,55.81,NA,NA,100.00,NA,NA,NA,11.63,NA,NA,88.37,NA,NA,NA,NA,NA,NA,NA,NA,NA
63840080,K4,Weyauwega Elementary,Weyauwega-Fremont,NA,NA,NA,NA,NA,NA,84.78,NA,NA,*,NA,*,NA,15.22,84.78,43.48,56.52,NA,100.00,NA,34.78,65.22,NA,NA,100.00,NA,NA,2.17,8.70,NA,2.17,86.96,NA,NA,NA,NA,NA,NA,NA,NA,NA
63840080,KG,Weyauwega Elementary,Weyauwega-Fremont,*,NA,NA,NA,NA,NA,*,NA,NA,*,NA,*,NA,*,*,50.00,50.00,NA,100.00,NA,50.00,50.00,NA,NA,100.00,NA,NA,NA,12.50,NA,NA,87.50,NA,NA,NA,NA,NA,NA,NA,NA,NA
63840100,10,Weyauwega High,Weyauwega-Fremont,NA,NA,NA,NA,*,NA,*,NA,*,NA,*,NA,NA,*,*,41.46,58.54,NA,100.00,NA,53.66,46.34,NA,NA,100.00,NA,NA,1.22,10.98,1.22,2.44,84.15,NA,NA,NA,NA,NA,NA,NA,NA,NA
63840100,11,Weyauwega High,Weyauwega-Fremont,NA,NA,NA,NA,NA,NA,84.75,NA,*,NA,*,NA,NA,15.25,84.75,40.68,59.32,1.69,98.31,NA,52.54,47.46,NA,NA,100.00,NA,NA,NA,5.08,NA,NA,94.92,NA,NA,NA,NA,NA,NA,NA,NA,NA
63840100,12,Weyauwega High,Weyauwega-Fremont,*,NA,NA,NA,*,NA,89.61,NA,*,NA,*,NA,NA,10.39,89.61,45.45,54.55,NA,100.00,NA,51.95,48.05,NA,NA,100.00,NA,NA,NA,9.09,1.30,2.60,87.01,NA,NA,NA,NA,NA,NA,NA,NA,NA
63840100,9,Weyauwega High,Weyauwega-Fremont,NA,NA,NA,NA,*,*,*,NA,NA,NA,*,NA,NA,*,*,36.11,63.89,NA,100.00,NA,51.39,48.61,NA,NA,100.00,NA,NA,2.78,5.56,NA,2.78,88.89,NA,NA,NA,NA,NA,NA,NA,NA,NA
63840120,6,Weyauwega Middle,Weyauwega-Fremont,NA,NA,NA,NA,NA,*,*,NA,*,NA,NA,NA,NA,*,*,40.38,59.62,11.54,88.46,NA,48.08,51.92,NA,NA,100.00,NA,NA,3.85,15.38,1.92,NA,78.85,NA,NA,NA,NA,NA,NA,NA,NA,NA
63840120,7,Weyauwega Middle,Weyauwega-Fremont,*,NA,NA,NA,NA,*,*,NA,*,NA,*,NA,NA,*,*,45.45,54.55,NA,100.00,NA,52.73,47.27,NA,NA,100.00,NA,NA,NA,5.45,NA,3.64,90.91,NA,NA,NA,NA,NA,NA,NA,NA,NA
63840120,8,Weyauwega Middle,Weyauwega-Fremont,NA,NA,NA,NA,*,NA,*,NA,*,NA,NA,*,NA,*,*,38.24,61.76,NA,100.00,NA,52.94,47.06,NA,NA,100.00,NA,NA,NA,8.82,NA,2.94,88.24,NA,NA,NA,NA,NA,NA,NA,NA,NA
6412NA,1,[Districtwide],Wheatland J1,*,NA,NA,NA,NA,NA,89.39,NA,NA,*,NA,*,NA,10.61,89.39,30.30,69.70,NA,100.00,NA,60.61,39.39,NA,NA,100.00,NA,NA,NA,3.03,NA,4.55,92.42,NA,NA,NA,NA,NA,NA,NA,NA,NA
6412NA,2,[Districtwide],Wheatland J1,*,NA,NA,NA,NA,NA,*,NA,*,*,NA,*,NA,*,*,40.32,59.68,NA,100.00,NA,48.39,51.61,NA,NA,100.00,NA,NA,NA,1.61,NA,NA,98.39,NA,NA,NA,NA,NA,NA,NA,NA,NA
6412NA,3,[Districtwide],Wheatland J1,*,NA,NA,NA,NA,NA,89.23,*,*,*,*,NA,NA,10.77,89.23,32.31,67.69,NA,100.00,NA,32.31,67.69,NA,NA,100.00,NA,NA,NA,4.62,NA,1.54,93.85,NA,NA,NA,NA,NA,NA,NA,NA,NA
6412NA,4,[Districtwide],Wheatland J1,NA,NA,NA,NA,NA,NA,88.71,NA,*,NA,*,NA,NA,11.29,88.71,37.10,62.90,NA,100.00,NA,54.84,45.16,NA,NA,100.00,NA,1.61,NA,3.23,NA,3.23,91.94,NA,NA,NA,NA,NA,NA,NA,NA,NA
6412NA,5,[Districtwide],Wheatland J1,NA,NA,*,NA,*,NA,87.72,NA,*,NA,*,NA,NA,12.28,87.72,35.09,64.91,NA,100.00,NA,47.37,52.63,NA,NA,100.00,NA,NA,NA,7.02,NA,3.51,89.47,NA,NA,NA,NA,NA,NA,NA,NA,NA
6412NA,6,[Districtwide],Wheatland J1,*,NA,NA,NA,*,NA,84.48,NA,*,NA,*,NA,NA,15.52,84.48,46.55,53.45,NA,100.00,NA,39.66,60.34,NA,NA,100.00,NA,NA,NA,5.17,NA,5.17,89.66,NA,NA,NA,NA,NA,NA,NA,NA,NA
6412NA,7,[Districtwide],Wheatland J1,*,NA,*,NA,NA,NA,85.92,NA,*,NA,*,NA,NA,14.08,85.92,35.21,64.79,NA,100.00,NA,56.34,43.66,NA,NA,100.00,NA,NA,NA,2.82,NA,NA,97.18,NA,NA,NA,NA,NA,NA,NA,NA,NA
6412NA,8,[Districtwide],Wheatland J1,NA,NA,NA,NA,*,NA,86.54,NA,NA,NA,*,NA,NA,13.46,86.54,48.08,51.92,NA,100.00,NA,61.54,38.46,NA,NA,100.00,NA,3.85,NA,1.92,NA,1.92,92.31,NA,NA,NA,NA,NA,NA,NA,NA,NA
6412NA,K4,[Districtwide],Wheatland J1,NA,NA,NA,NA,NA,NA,*,NA,NA,*,NA,*,NA,*,*,27.78,72.22,NA,100.00,NA,50.00,50.00,NA,NA,100.00,NA,NA,NA,1.85,NA,1.85,96.30,NA,NA,NA,NA,NA,NA,NA,NA,NA
6412NA,KG,[Districtwide],Wheatland J1,*,NA,NA,NA,NA,NA,78.69,NA,*,*,NA,*,NA,21.31,78.69,27.87,72.13,NA,100.00,NA,44.26,55.74,NA,NA,100.00,NA,NA,NA,4.92,NA,4.92,90.16,NA,NA,NA,NA,NA,NA,NA,NA,NA
6412NA,PK,[Districtwide],Wheatland J1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.00,NA,NA,75.00,NA,NA,NA,NA,*,*,*,*,*
64120020,1,Wheatland Center Elementary,Wheatland J1,*,NA,NA,NA,NA,NA,89.39,NA,NA,*,NA,*,NA,10.61,89.39,30.30,69.70,NA,100.00,NA,60.61,39.39,NA,NA,100.00,NA,NA,NA,3.03,NA,4.55,92.42,NA,NA,NA,NA,NA,NA,NA,NA,NA
64120020,2,Wheatland Center Elementary,Wheatland J1,*,NA,NA,NA,NA,NA,*,NA,*,*,NA,*,NA,*,*,40.32,59.68,NA,100.00,NA,48.39,51.61,NA,NA,100.00,NA,NA,NA,1.61,NA,NA,98.39,NA,NA,NA,NA,NA,NA,NA,NA,NA
64120020,3,Wheatland Center Elementary,Wheatland J1,*,NA,NA,NA,NA,NA,89.23,*,*,*,*,NA,NA,10.77,89.23,32.31,67.69,NA,100.00,NA,32.31,67.69,NA,NA,100.00,NA,NA,NA,4.62,NA,1.54,93.85,NA,NA,NA,NA,NA,NA,NA,NA,NA
64120020,4,Wheatland Center Elementary,Wheatland J1,NA,NA,NA,NA,NA,NA,88.71,NA,*,NA,*,NA,NA,11.29,88.71,37.10,62.90,NA,100.00,NA,54.84,45.16,NA,NA,100.00,NA,1.61,NA,3.23,NA,3.23,91.94,NA,NA,NA,NA,NA,NA,NA,NA,NA
64120020,5,Wheatland Center Elementary,Wheatland J1,NA,NA,*,NA,*,NA,87.72,NA,*,NA,*,NA,NA,12.28,87.72,35.09,64.91,NA,100.00,NA,47.37,52.63,NA,NA,100.00,NA,NA,NA,7.02,NA,3.51,89.47,NA,NA,NA,NA,NA,NA,NA,NA,NA
64120020,6,Wheatland Center Elementary,Wheatland J1,*,NA,NA,NA,*,NA,84.48,NA,*,NA,*,NA,NA,15.52,84.48,46.55,53.45,NA,100.00,NA,39.66,60.34,NA,NA,100.00,NA,NA,NA,5.17,NA,5.17,89.66,NA,NA,NA,NA,NA,NA,NA,NA,NA
64120020,7,Wheatland Center Elementary,Wheatland J1,*,NA,*,NA,NA,NA,85.92,NA,*,NA,*,NA,NA,14.08,85.92,35.21,64.79,NA,100.00,NA,56.34,43.66,NA,NA,100.00,NA,NA,NA,2.82,NA,NA,97.18,NA,NA,NA,NA,NA,NA,NA,NA,NA
64120020,8,Wheatland Center Elementary,Wheatland J1,NA,NA,NA,NA,*,NA,86.54,NA,NA,NA,*,NA,NA,13.46,86.54,48.08,51.92,NA,100.00,NA,61.54,38.46,NA,NA,100.00,NA,3.85,NA,1.92,NA,1.92,92.31,NA,NA,NA,NA,NA,NA,NA,NA,NA
64120020,K4,Wheatland Center Elementary,Wheatland J1,NA,NA,NA,NA,NA,NA,*,NA,NA,*,NA,*,NA,*,*,27.78,72.22,NA,100.00,NA,50.00,50.00,NA,NA,100.00,NA,NA,NA,1.85,NA,1.85,96.30,NA,NA,NA,NA,NA,NA,NA,NA,NA
64120020,KG,Wheatland Center Elementary,Wheatland J1,*,NA,NA,NA,NA,NA,78.69,NA,*,*,NA,*,NA,21.31,78.69,27.87,72.13,NA,100.00,NA,44.26,55.74,NA,NA,100.00,NA,NA,NA,4.92,NA,4.92,90.16,NA,NA,NA,NA,NA,NA,NA,NA,NA
64120020,PK,Wheatland Center Elementary,Wheatland J1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.00,NA,NA,75.00,NA,NA,NA,NA,*,*,*,*,*
6440NA,1,[Districtwide],White Lake,NA,NA,NA,NA,NA,NA,*,NA,NA,*,NA,NA,NA,*,*,NA,100.00,NA,100.00,NA,53.33,46.67,NA,NA,100.00,6.67,NA,6.67,NA,NA,13.33,73.33,NA,NA,NA,NA,NA,NA,NA,NA,NA
6440NA,10,[Districtwide],White Lake,NA,NA,NA,NA,NA,NA,*,NA,NA,NA,*,NA,NA,*,*,NA,100.00,NA,100.00,NA,*,*,NA,NA,100.00,16.67,NA,8.33,8.33,NA,NA,66.67,NA,NA,NA,NA,NA,NA,NA,NA,NA
6440NA,11,[Districtwide],White Lake,*,*,NA,NA,*,NA,*,NA,*,NA,*,NA,NA,*,*,NA,100.00,NA,100.00,NA,58.82,41.18,NA,NA,100.00,5.88,NA,NA,5.88,NA,NA,88.24,NA,NA,NA,NA,NA,NA,NA,NA,NA
6440NA,12,[Districtwide],White Lake,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100.00,NA,NA,NA,NA,*,*,*,*,*
6440NA,2,[Districtwide],White Lake,NA,NA,NA,NA,NA,NA,*,NA,NA,*,NA,*,NA,*,*,NA,100.00,NA,100.00,NA,42.86,57.14,NA,NA,100.00,NA,NA,NA,NA,NA,14.29,85.71,NA,NA,NA,NA,NA,NA,NA,NA,NA
6440NA,3,[Districtwide],White Lake,NA,NA,NA,NA,NA,NA,*,NA,NA,*,NA,NA,NA,*,*,NA,100.00,NA,100.00,NA,*,*,NA,NA,100.00,NA,NA,7.14,NA,NA,21.43,71.43,NA,NA,NA,NA,NA,NA,NA,NA,NA
6440NA,4,[Districtwide],White Lake,*,NA,NA,NA,NA,NA,*,NA,*,NA,NA,NA,NA,*,*,NA,100.00,NA,100.00,NA,*,*,NA,NA,100.00,NA,NA,NA,8.33,NA,8.33,83.33,NA,NA,NA,NA,NA,NA,NA,NA,NA
6440NA,5,[Districtwide],White Lake,NA,NA,NA,NA,*,NA,*,NA,*,NA,NA,NA,NA,*,*,NA,100.00,NA,100.00,NA,*,*,NA,NA,100.00,NA,NA,NA,NA,NA,12.50,87.50,NA,NA,NA,NA,NA,NA,NA,NA,NA
6440NA,6,[Districtwide],White Lake,NA,NA,NA,NA,NA,NA,*,NA,*,NA,*,NA,NA,*,*,NA,100.00,NA,100.00,NA,*,*,NA,NA,100.00,NA,NA,NA,8.33,NA,NA,91.67,NA,NA,NA,NA,NA,NA,NA,NA,NA
6440NA,7,[Districtwide],White Lake,NA,NA,NA,NA,NA,NA,100.00,NA,NA,NA,NA,NA,NA,NA,100.00,NA,100.00,NA,100.00,NA,*,*,NA,NA,100.00,NA,NA,NA,9.09,NA,9.09,81.82,NA,NA,NA,NA,NA,NA,NA,NA,NA
6440NA,8,[Districtwide],White Lake,NA,NA,NA,NA,NA,NA,100.00,NA,NA,NA,NA,NA,NA,NA,100.00,NA,100.00,NA,100.00,NA,*,*,NA,NA,100.00,7.69,NA,7.69,7.69,NA,NA,76.92,NA,NA,NA,NA,NA,NA,NA,NA,NA
6440NA,9,[Districtwide],White Lake,*,NA,NA,NA,*,NA,*,NA,*,NA,*,NA,NA,*,*,NA,100.00,NA,100.00,NA,*,*,NA,NA,100.00,NA,NA,9.09,NA,NA,18.18,72.73,NA,NA,NA,NA,NA,NA,NA,NA,NA
6440NA,K4,[Districtwide],White Lake,NA,NA,NA,NA,NA,NA,*,NA,NA,*,NA,NA,NA,*,*,NA,100.00,NA,100.00,NA,*,*,NA,NA,100.00,NA,NA,NA,NA,NA,10.00,90.00,NA,NA,NA,NA,NA,NA,NA,NA,NA
6440NA,KG,[Districtwide],White Lake,NA,NA,NA,NA,NA,NA,*,NA,NA,NA,NA,*,NA,*,*,NA,100.00,NA,100.00,NA,53.33,46.67,NA,NA,100.00,6.67,NA,NA,6.67,NA,NA,86.67,NA,NA,NA,NA,NA,NA,NA,NA,NA
64409100,2,Rural Virtual Academy,White Lake,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100.00,NA,NA,NA,NA,*,*,*,*,*
64409100,4,Rural Virtual Academy,White Lake,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100.00,NA,NA,NA,NA,*,*,*,*,*
64409100,7,Rural Virtual Academy,White Lake,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100.00,NA,NA,NA,NA,*,*,*,*,*
64409100,8,Rural Virtual Academy,White Lake,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100.00,NA,NA,NA,NA,*,*,*,*,*
64409100,9,Rural Virtual Academy,White Lake,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100.00,NA,NA,NA,NA,*,*,*,*,*
64400020,1,White Lake Elementary,White Lake,NA,NA,NA,NA,NA,NA,*,NA,NA,*,NA,NA,NA,*,*,NA,100.00,NA,100.00,NA,53.33,46.67,NA,NA,100.00,6.67,NA,6.67,NA,NA,13.33,73.33,NA,NA,NA,NA,NA,NA,NA,NA,NA
64400020,2,White Lake Elementary,White Lake,NA,NA,NA,NA,NA,NA,*,NA,NA,*,NA,*,NA,*,*,NA,100.00,NA,100.00,NA,46.15,53.85,NA,NA,100.00,NA,NA,NA,NA,NA,15.38,84.62,NA,NA,NA,NA,NA,NA,NA,NA,NA
64400020,3,White Lake Elementary,White Lake,NA,NA,NA,NA,NA,NA,*,NA,NA,*,NA,NA,NA,*,*,NA,100.00,NA,100.00,NA,*,*,NA,NA,100.00,NA,NA,7.14,NA,NA,21.43,71.43,NA,NA,NA,NA,NA,NA,NA,NA,NA
64400020,4,White Lake Elementary,White Lake,*,NA,NA,NA,NA,NA,*,NA,*,NA,NA,NA,NA,*,*,NA,100.00,NA,100.00,NA,*,*,NA,NA,100.00,NA,NA,NA,9.09,NA,9.09,81.82,NA,NA,NA,NA,NA,NA,NA,NA,NA
64400020,5,White Lake Elementary,White Lake,NA,NA,NA,NA,*,NA,*,NA,*,NA,NA,NA,NA,*,*,NA,100.00,NA,100.00,NA,*,*,NA,NA,100.00,NA,NA,NA,NA,NA,12.50,87.50,NA,NA,NA,NA,NA,NA,NA,NA,NA
